origem,destino,tipo_conexao,justificativa,peso
SBPL,SBKP,interregional,voo de Nordeste para Sudeste com 30 operações em jan/2026,0.2912
SBPL,SBMO,intrarregional,voo dentro da região Nordeste com 1 operação em jan/2026,1.4427
SBPL,SBRF,intrarregional,voo dentro da região Nordeste com 37 operações em jan/2026,0.2749
SBPL,SBSV,intrarregional,voo dentro da região Nordeste com 14 operações em jan/2026,0.3693
SBPO,SBCT,interregional,voo de Centro-Oeste para Sul com 13 operações em jan/2026,0.3789
SBPO,SBKP,interregional,voo de Centro-Oeste para Sudeste com 17 operações em jan/2026,0.346
SBPP,SBKP,interregional,voo de Centro-Oeste para Sudeste com 13 operações em jan/2026,0.3789
SBPS,SBAE,interregional,voo de Nordeste para Sudeste com 5 operações em jan/2026,0.5581
SBPS,SBBR,interregional,voo de Nordeste para Centro-Oeste com 71 operações em jan/2026,0.2338
SBPS,SBCA,interregional,voo de Nordeste para Sul com 4 operações em jan/2026,0.6213
SBPS,SBCF,interregional,voo de Nordeste para Sudeste com 216 operações em jan/2026,0.1859
SBPS,SBCT,interregional,voo de Nordeste para Sul com 1 operação em jan/2026,1.4427
SBPS,SBDN,interregional,voo de Nordeste para Sudeste com 9 operações em jan/2026,0.4343
SBPS,SBGL,interregional,voo de Nordeste para Sudeste com 95 operações em jan/2026,0.2191
SBPS,SBGO,interregional,voo de Nordeste para Centro-Oeste com 14 operações em jan/2026,0.3693
SBPS,SBGR,interregional,voo de Nordeste para Sudeste com 187 operações em jan/2026,0.191
SBPS,SBKP,interregional,voo de Nordeste para Sudeste com 73 operações em jan/2026,0.2323
SBPS,SBMO,intrarregional,voo dentro da região Nordeste com 1 operação em jan/2026,1.4427
SBPS,SBRF,intrarregional,voo dentro da região Nordeste com 1 operação em jan/2026,1.4427
SBPS,SBRJ,interregional,voo de Nordeste para Sudeste com 47 operações em jan/2026,0.2583
SBPS,SBRP,interregional,voo de Nordeste para Sudeste com 23 operações em jan/2026,0.3147
SBPS,SBSP,interregional,voo de Nordeste para Sudeste com 255 operações em jan/2026,0.1803
SBPS,SBSR,interregional,voo de Nordeste para Sudeste com 18 operações em jan/2026,0.3396
SBPS,SBSV,intrarregional,voo dentro da região Nordeste com 40 operações em jan/2026,0.2693
SBPS,SBUL,interregional,voo de Nordeste para Sudeste com 17 operações em jan/2026,0.346
SBPS,SBVT,interregional,voo de Nordeste para Sudeste com 1 operação em jan/2026,1.4427
SBPV,SBBR,interregional,voo de Norte para Centro-Oeste com 61 operações em jan/2026,0.2423
SBPV,SBCF,interregional,voo de Norte para Sudeste com 15 operações em jan/2026,0.3607
SBPV,SBCY,interregional,voo de Norte para Centro-Oeste com 18 operações em jan/2026,0.3396
SBPV,SBEG,intrarregional,voo dentro da região Norte com 49 operações em jan/2026,0.2556
SBPV,SBGR,interregional,voo de Norte para Sudeste com 31 operações em jan/2026,0.2885
SBPV,SBMK,interregional,voo de Norte para Sudeste com 1 operação em jan/2026,1.4427
SBRB,SBBR,interregional,voo de Norte para Centro-Oeste com 62 operações em jan/2026,0.2414
SBRB,SBCF,interregional,voo de Norte para Sudeste com 17 operações em jan/2026,0.346
SBRB,SBCZ,intrarregional,voo dentro da região Norte com 17 operações em jan/2026,0.346
SBRB,SBEG,intrarregional,voo dentro da região Norte com 14 operações em jan/2026,0.3693
SBRB,SBGR,interregional,voo de Norte para Sudeste com 14 operações em jan/2026,0.3693
SBRD,SBCT,interregional,voo de Centro-Oeste para Sul com 1 operação em jan/2026,1.4427
SBRD,SBKP,interregional,voo de Centro-Oeste para Sudeste com 22 operações em jan/2026,0.3189
SBRF,SBAE,interregional,voo de Nordeste para Sudeste com 5 operações em jan/2026,0.5581
SBRF,SBAR,intrarregional,voo dentro da região Nordeste com 62 operações em jan/2026,0.2414
SBRF,SBBE,interregional,voo de Nordeste para Norte com 62 operações em jan/2026,0.2414
SBRF,SBBR,interregional,voo de Nordeste para Centro-Oeste com 264 operações em jan/2026,0.1792
SBRF,SBCF,interregional,voo de Nordeste para Sudeste com 220 operações em jan/2026,0.1852
SBRF,SBCT,interregional,voo de Nordeste para Sul com 9 operações em jan/2026,0.4343
SBRF,SBEG,interregional,voo de Nordeste para Norte com 58 operações em jan/2026,0.2452
SBRF,SBFI,interregional,voo de Nordeste para Sul com 9 operações em jan/2026,0.4343
SBRF,SBFL,interregional,voo de Nordeste para Sul com 9 operações em jan/2026,0.4343
SBRF,SBFN,intrarregional,voo dentro da região Nordeste com 98 operações em jan/2026,0.2176
SBRF,SBFZ,intrarregional,voo dentro da região Nordeste com 211 operações em jan/2026,0.1867
SBRF,SBGL,interregional,voo de Nordeste para Sudeste com 304 operações em jan/2026,0.1748
SBRF,SBGO,interregional,voo de Nordeste para Centro-Oeste com 66 operações em jan/2026,0.2378
SBRF,SBGR,interregional,voo de Nordeste para Sudeste com 520 operações em jan/2026,0.1599
SBRF,SBJP,intrarregional,voo dentro da região Nordeste com 32 operações em jan/2026,0.286
SBRF,SBJU,intrarregional,voo dentro da região Nordeste com 52 operações em jan/2026,0.2519
SBRF,SBKG,intrarregional,voo dentro da região Nordeste com 44 operações em jan/2026,0.2627
SBRF,SBKP,interregional,voo de Nordeste para Sudeste com 219 operações em jan/2026,0.1854
SBRF,SBMO,intrarregional,voo dentro da região Nordeste com 62 operações em jan/2026,0.2414
SBRF,SBPA,interregional,voo de Nordeste para Sul com 57 operações em jan/2026,0.2463
SBRF,SBPL,intrarregional,voo dentro da região Nordeste com 37 operações em jan/2026,0.2749
SBRF,SBRP,interregional,voo de Nordeste para Sudeste com 13 operações em jan/2026,0.3789
SBRF,SBSG,intrarregional,voo dentro da região Nordeste com 93 operações em jan/2026,0.2201
SBRF,SBSL,intrarregional,voo dentro da região Nordeste com 58 operações em jan/2026,0.2452
SBRF,SBSP,interregional,voo de Nordeste para Sudeste com 457 operações em jan/2026,0.1632
SBRF,SBSR,interregional,voo de Nordeste para Sudeste com 14 operações em jan/2026,0.3693
SBRF,SBSV,intrarregional,voo dentro da região Nordeste com 188 operações em jan/2026,0.1908
SBRF,SBTE,intrarregional,voo dentro da região Nordeste com 27 operações em jan/2026,0.3001
SBRF,SBUL,interregional,voo de Nordeste para Sudeste com 13 operações em jan/2026,0.3789
SBRF,SBVT,interregional,voo de Nordeste para Sudeste com 32 operações em jan/2026,0.286
SBRF,SNGN,intrarregional,voo dentro da região Nordeste com 5 operações em jan/2026,0.5581
SBRF,SNHS,intrarregional,voo dentro da região Nordeste com 14 operações em jan/2026,0.3693
SBRF,SNRU,intrarregional,voo dentro da região Nordeste com 13 operações em jan/2026,0.3789
SBRF,SNTS,intrarregional,voo dentro da região Nordeste com 13 operações em jan/2026,0.3789
SBRJ,SBBR,interregional,voo de Sudeste para Centro-Oeste com 376 operações em jan/2026,0.1686
SBRJ,SBCF,intrarregional,voo dentro da região Sudeste com 183 operações em jan/2026,0.1918
SBRJ,SBCT,interregional,voo de Sudeste para Sul com 2 operações em jan/2026,0.9102
SBRJ,SBGL,intrarregional,voo dentro da região Sudeste com 2 operações em jan/2026,0.9102
SBRJ,SBGR,intrarregional,voo dentro da região Sudeste com 115 operações em jan/2026,0.2104
SBRJ,SBKP,intrarregional,voo dentro da região Sudeste com 247 operações em jan/2026,0.1814
SBRJ,SBPS,interregional,voo de Sudeste para Nordeste com 47 operações em jan/2026,0.2583
SBRJ,SBSP,intrarregional,voo dentro da região Sudeste com 1478 operações em jan/2026,0.137
SBRJ,SBSV,interregional,voo de Sudeste para Nordeste com 58 operações em jan/2026,0.2452
SBRJ,SBVT,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBRP,SBBR,interregional,voo de Sudeste para Centro-Oeste com 4 operações em jan/2026,0.6213
SBRP,SBCF,intrarregional,voo dentro da região Sudeste com 32 operações em jan/2026,0.286
SBRP,SBFZ,interregional,voo de Sudeste para Nordeste com 4 operações em jan/2026,0.6213
SBRP,SBGR,intrarregional,voo dentro da região Sudeste com 32 operações em jan/2026,0.286
SBRP,SBJD,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBRP,SBJP,interregional,voo de Sudeste para Nordeste com 4 operações em jan/2026,0.6213
SBRP,SBKP,intrarregional,voo dentro da região Sudeste com 155 operações em jan/2026,0.198
SBRP,SBMO,interregional,voo de Sudeste para Nordeste com 13 operações em jan/2026,0.3789
SBRP,SBPS,interregional,voo de Sudeste para Nordeste com 23 operações em jan/2026,0.3147
SBRP,SBRF,interregional,voo de Sudeste para Nordeste com 13 operações em jan/2026,0.3789
SBRP,SBSG,interregional,voo de Sudeste para Nordeste com 10 operações em jan/2026,0.417
SBRP,SBSP,intrarregional,voo dentro da região Sudeste com 81 operações em jan/2026,0.2269
SBRP,SBSV,interregional,voo de Sudeste para Nordeste com 9 operações em jan/2026,0.4343
SBRP,SBUL,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBSG,SBBR,interregional,voo de Nordeste para Centro-Oeste com 92 operações em jan/2026,0.2206
SBSG,SBCF,interregional,voo de Nordeste para Sudeste com 57 operações em jan/2026,0.2463
SBSG,SBDN,interregional,voo de Nordeste para Sudeste com 9 operações em jan/2026,0.4343
SBSG,SBFZ,intrarregional,voo dentro da região Nordeste com 31 operações em jan/2026,0.2885
SBSG,SBGL,interregional,voo de Nordeste para Sudeste com 83 operações em jan/2026,0.2257
SBSG,SBGR,interregional,voo de Nordeste para Sudeste com 234 operações em jan/2026,0.1832
SBSG,SBKP,interregional,voo de Nordeste para Sudeste com 43 operações em jan/2026,0.2643
SBSG,SBRF,intrarregional,voo dentro da região Nordeste com 94 operações em jan/2026,0.2196
SBSG,SBRP,interregional,voo de Nordeste para Sudeste com 10 operações em jan/2026,0.417
SBSG,SBSP,interregional,voo de Nordeste para Sudeste com 131 operações em jan/2026,0.2048
SBSG,SBSR,interregional,voo de Nordeste para Sudeste com 9 operações em jan/2026,0.4343
SBSG,SBSV,intrarregional,voo dentro da região Nordeste com 47 operações em jan/2026,0.2583
SBSG,SBUL,interregional,voo de Nordeste para Sudeste com 9 operações em jan/2026,0.4343
SBSG,SBVT,interregional,voo de Nordeste para Sudeste com 1 operação em jan/2026,1.4427
SBSI,SBBR,intrarregional,voo dentro da região Centro-Oeste com 31 operações em jan/2026,0.2885
SBSI,SBCT,interregional,voo de Centro-Oeste para Sul com 1 operação em jan/2026,1.4427
SBSI,SBCY,intrarregional,voo dentro da região Centro-Oeste com 26 operações em jan/2026,0.3034
SBSI,SBGR,interregional,voo de Centro-Oeste para Sudeste com 62 operações em jan/2026,0.2414
SBSI,SBKP,interregional,voo de Centro-Oeste para Sudeste com 30 operações em jan/2026,0.2912
SBSJ,SBCT,interregional,voo de Sudeste para Sul com 1 operação em jan/2026,1.4427
SBSJ,SBGL,intrarregional,voo dentro da região Sudeste com 13 operações em jan/2026,0.3789
SBSJ,SBGP,intrarregional,voo dentro da região Sudeste com 3 operações em jan/2026,0.7213
SBSJ,SBGR,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBSJ,SBJD,intrarregional,voo dentro da região Sudeste com 4 operações em jan/2026,0.6213
SBSL,SBBE,interregional,voo de Nordeste para Norte com 31 operações em jan/2026,0.2885
SBSL,SBBR,interregional,voo de Nordeste para Centro-Oeste com 76 operações em jan/2026,0.2302
SBSL,SBCF,interregional,voo de Nordeste para Sudeste com 31 operações em jan/2026,0.2885
SBSL,SBCJ,interregional,voo de Nordeste para Norte com 6 operações em jan/2026,0.5139
SBSL,SBCT,interregional,voo de Nordeste para Sul com 1 operação em jan/2026,1.4427
SBSL,SBFZ,intrarregional,voo dentro da região Nordeste com 45 operações em jan/2026,0.2612
SBSL,SBGL,interregional,voo de Nordeste para Sudeste com 39 operações em jan/2026,0.2711
SBSL,SBGR,interregional,voo de Nordeste para Sudeste com 137 operações em jan/2026,0.203
SBSL,SBIZ,intrarregional,voo dentro da região Nordeste com 31 operações em jan/2026,0.2885
SBSL,SBKP,interregional,voo de Nordeste para Sudeste com 31 operações em jan/2026,0.2885
SBSL,SBRF,intrarregional,voo dentro da região Nordeste com 57 operações em jan/2026,0.2463
SBSL,SBRP,interregional,voo de Nordeste para Sudeste com 1 operação em jan/2026,1.4427
SBSL,SBSP,interregional,voo de Nordeste para Sudeste com 25 operações em jan/2026,0.3069
SBSL,SBSV,intrarregional,voo dentro da região Nordeste com 31 operações em jan/2026,0.2885
SBSM,SBPA,intrarregional,voo dentro da região Sul com 13 operações em jan/2026,0.3789
SBSN,SBBE,intrarregional,voo dentro da região Norte com 78 operações em jan/2026,0.2289
SBSN,SBBR,interregional,voo de Norte para Centro-Oeste com 31 operações em jan/2026,0.2885
SBSN,SBEG,intrarregional,voo dentro da região Norte com 54 operações em jan/2026,0.2495
SBSN,SBTB,intrarregional,voo dentro da região Norte com 8 operações em jan/2026,0.4551
SBSO,SBCY,interregional,voo de Sul para Centro-Oeste com 25 operações em jan/2026,0.3069
SBSP,SBAR,interregional,voo de Sudeste para Nordeste com 77 operações em jan/2026,0.2295
SBSP,SBAU,intrarregional,voo dentro da região Sudeste com 17 operações em jan/2026,0.346
SBSP,SBBR,interregional,voo de Sudeste para Centro-Oeste com 564 operações em jan/2026,0.1578
SBSP,SBCF,intrarregional,voo dentro da região Sudeste com 595 operações em jan/2026,0.1565
SBSP,SBCG,interregional,voo de Sudeste para Centro-Oeste com 76 operações em jan/2026,0.2302
SBSP,SBCH,interregional,voo de Sudeste para Sul com 26 operações em jan/2026,0.3034
SBSP,SBCN,interregional,voo de Sudeste para Centro-Oeste com 16 operações em jan/2026,0.353
SBSP,SBCT,interregional,voo de Sudeste para Sul com 480 operações em jan/2026,0.1619
SBSP,SBCX,interregional,voo de Sudeste para Sul com 31 operações em jan/2026,0.2885
SBSP,SBCY,interregional,voo de Sudeste para Centro-Oeste com 100 operações em jan/2026,0.2167
SBSP,SBDB,interregional,voo de Sudeste para Centro-Oeste com 14 operações em jan/2026,0.3693
SBSP,SBDN,intrarregional,voo dentro da região Sudeste com 26 operações em jan/2026,0.3034
SBSP,SBFI,interregional,voo de Sudeste para Sul com 189 operações em jan/2026,0.1906
SBSP,SBFL,interregional,voo de Sudeste para Sul com 420 operações em jan/2026,0.1655
SBSP,SBFZ,interregional,voo de Sudeste para Nordeste com 247 operações em jan/2026,0.1814
SBSP,SBGL,intrarregional,voo dentro da região Sudeste com 144 operações em jan/2026,0.2009
SBSP,SBGO,interregional,voo de Sudeste para Centro-Oeste com 274 operações em jan/2026,0.178
SBSP,SBGR,intrarregional,voo dentro da região Sudeste com 9 operações em jan/2026,0.4343
SBSP,SBIL,interregional,voo de Sudeste para Nordeste com 108 operações em jan/2026,0.2132
SBSP,SBJP,interregional,voo de Sudeste para Nordeste com 107 operações em jan/2026,0.2136
SBSP,SBJV,interregional,voo de Sudeste para Sul com 62 operações em jan/2026,0.2414
SBSP,SBKP,intrarregional,voo dentro da região Sudeste com 6 operações em jan/2026,0.5139
SBSP,SBLO,interregional,voo de Sudeste para Sul com 58 operações em jan/2026,0.2452
SBSP,SBMG,interregional,voo de Sudeste para Sul com 62 operações em jan/2026,0.2414
SBSP,SBMK,intrarregional,voo dentro da região Sudeste com 26 operações em jan/2026,0.3034
SBSP,SBMO,interregional,voo de Sudeste para Nordeste com 167 operações em jan/2026,0.1952
SBSP,SBNF,interregional,voo de Sudeste para Sul com 326 operações em jan/2026,0.1727
SBSP,SBNM,interregional,voo de Sudeste para Sul com 13 operações em jan/2026,0.3789
SBSP,SBPA,interregional,voo de Sudeste para Sul com 629 operações em jan/2026,0.1551
SBSP,SBPK,interregional,voo de Sudeste para Sul com 13 operações em jan/2026,0.3789
SBSP,SBPS,interregional,voo de Sudeste para Nordeste com 256 operações em jan/2026,0.1802
SBSP,SBRF,interregional,voo de Sudeste para Nordeste com 465 operações em jan/2026,0.1628
SBSP,SBRJ,intrarregional,voo dentro da região Sudeste com 1475 operações em jan/2026,0.137
SBSP,SBRP,intrarregional,voo dentro da região Sudeste com 80 operações em jan/2026,0.2276
SBSP,SBSG,interregional,voo de Sudeste para Nordeste com 134 operações em jan/2026,0.2039
SBSP,SBSL,interregional,voo de Sudeste para Nordeste com 25 operações em jan/2026,0.3069
SBSP,SBSR,intrarregional,voo dentro da região Sudeste com 87 operações em jan/2026,0.2233
SBSP,SBSV,interregional,voo de Sudeste para Nordeste com 568 operações em jan/2026,0.1576
SBSP,SBTC,interregional,voo de Sudeste para Nordeste com 4 operações em jan/2026,0.6213
SBSP,SBTE,interregional,voo de Sudeste para Nordeste com 31 operações em jan/2026,0.2885
SBSP,SBUL,intrarregional,voo dentro da região Sudeste com 78 operações em jan/2026,0.2289
SBSP,SBUR,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBSP,SBVT,intrarregional,voo dentro da região Sudeste com 216 operações em jan/2026,0.1859
SBSP,SBZM,intrarregional,voo dentro da região Sudeste com 26 operações em jan/2026,0.3034
SBSP,SDSC,intrarregional,voo dentro da região Sudeste com 2 operações em jan/2026,0.9102
SBSP,SNCP,interregional,voo de Sudeste para Nordeste com 14 operações em jan/2026,0.3693
SBSR,SBBR,interregional,voo de Sudeste para Centro-Oeste com 1 operação em jan/2026,1.4427
SBSR,SBCF,intrarregional,voo dentro da região Sudeste com 27 operações em jan/2026,0.3001
SBSR,SBCT,interregional,voo de Sudeste para Sul com 1 operação em jan/2026,1.4427
SBSR,SBCY,interregional,voo de Sudeste para Centro-Oeste com 5 operações em jan/2026,0.5581
SBSR,SBFZ,interregional,voo de Sudeste para Nordeste com 5 operações em jan/2026,0.5581
SBSR,SBGL,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBSR,SBGR,intrarregional,voo dentro da região Sudeste com 51 operações em jan/2026,0.2531
SBSR,SBJD,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBSR,SBJP,interregional,voo de Sudeste para Nordeste com 5 operações em jan/2026,0.5581
SBSR,SBKP,intrarregional,voo dentro da região Sudeste com 117 operações em jan/2026,0.2096
SBSR,SBMO,interregional,voo de Sudeste para Nordeste com 22 operações em jan/2026,0.3189
SBSR,SBPS,interregional,voo de Sudeste para Nordeste com 18 operações em jan/2026,0.3396
SBSR,SBRF,interregional,voo de Sudeste para Nordeste com 13 operações em jan/2026,0.3789
SBSR,SBSG,interregional,voo de Sudeste para Nordeste com 9 operações em jan/2026,0.4343
SBSR,SBSP,intrarregional,voo dentro da região Sudeste com 87 operações em jan/2026,0.2233
SBSR,SBSV,interregional,voo de Sudeste para Nordeste com 9 operações em jan/2026,0.4343
SBSR,SDCO,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBSV,SBAR,intrarregional,voo dentro da região Nordeste com 57 operações em jan/2026,0.2463
SBSV,SBBH,interregional,voo de Nordeste para Sudeste com 1 operação em jan/2026,1.4427
SBSV,SBBR,interregional,voo de Nordeste para Centro-Oeste com 202 operações em jan/2026,0.1882
SBSV,SBCF,interregional,voo de Nordeste para Sudeste com 205 operações em jan/2026,0.1877
SBSV,SBCT,interregional,voo de Nordeste para Sul com 20 operações em jan/2026,0.3285
SBSV,SBCY,interregional,voo de Nordeste para Centro-Oeste com 7 operações em jan/2026,0.4809
SBSV,SBFZ,intrarregional,voo dentro da região Nordeste com 124 operações em jan/2026,0.2071
SBSV,SBGL,interregional,voo de Nordeste para Sudeste com 318 operações em jan/2026,0.1735
SBSV,SBGO,interregional,voo de Nordeste para Centro-Oeste com 40 operações em jan/2026,0.2693
SBSV,SBGR,interregional,voo de Nordeste para Sudeste com 436 operações em jan/2026,0.1645
SBSV,SBIL,intrarregional,voo dentro da região Nordeste com 10 operações em jan/2026,0.417
SBSV,SBJP,intrarregional,voo dentro da região Nordeste com 31 operações em jan/2026,0.2885
SBSV,SBKG,intrarregional,voo dentro da região Nordeste com 18 operações em jan/2026,0.3396
SBSV,SBKP,interregional,voo de Nordeste para Sudeste com 187 operações em jan/2026,0.191
SBSV,SBLE,intrarregional,voo dentro da região Nordeste com 8 operações em jan/2026,0.4551
SBSV,SBMO,intrarregional,voo dentro da região Nordeste com 36 operações em jan/2026,0.2769
SBSV,SBPA,interregional,voo de Nordeste para Sul com 19 operações em jan/2026,0.3338
SBSV,SBPL,intrarregional,voo dentro da região Nordeste com 14 operações em jan/2026,0.3693
SBSV,SBPS,intrarregional,voo dentro da região Nordeste com 41 operações em jan/2026,0.2675
SBSV,SBRF,intrarregional,voo dentro da região Nordeste com 188 operações em jan/2026,0.1908
SBSV,SBRJ,interregional,voo de Nordeste para Sudeste com 57 operações em jan/2026,0.2463
SBSV,SBRP,interregional,voo de Nordeste para Sudeste com 9 operações em jan/2026,0.4343
SBSV,SBSG,intrarregional,voo dentro da região Nordeste com 46 operações em jan/2026,0.2597
SBSV,SBSL,intrarregional,voo dentro da região Nordeste com 31 operações em jan/2026,0.2885
SBSV,SBSP,interregional,voo de Nordeste para Sudeste com 572 operações em jan/2026,0.1575
SBSV,SBSR,interregional,voo de Nordeste para Sudeste com 9 operações em jan/2026,0.4343
SBSV,SBUL,interregional,voo de Nordeste para Sudeste com 9 operações em jan/2026,0.4343
SBSV,SBVC,intrarregional,voo dentro da região Nordeste com 13 operações em jan/2026,0.3789
SBSV,SBVT,interregional,voo de Nordeste para Sudeste com 31 operações em jan/2026,0.2885
SBSV,SDLO,intrarregional,voo dentro da região Nordeste com 5 operações em jan/2026,0.5581
SBSV,SNBR,intrarregional,voo dentro da região Nordeste com 13 operações em jan/2026,0.3789
SBSV,SNCL,intrarregional,voo dentro da região Nordeste com 113 operações em jan/2026,0.2111
SBSV,SNGI,intrarregional,voo dentro da região Nordeste com 13 operações em jan/2026,0.3789
SBTB,SBEG,intrarregional,voo dentro da região Norte com 8 operações em jan/2026,0.4551
SBTB,SBSN,intrarregional,voo dentro da região Norte com 5 operações em jan/2026,0.5581
SBTC,SBCF,interregional,voo de Nordeste para Sudeste com 4 operações em jan/2026,0.6213
SBTC,SBGR,interregional,voo de Nordeste para Sudeste com 6 operações em jan/2026,0.5139
SBTC,SBSP,interregional,voo de Nordeste para Sudeste com 4 operações em jan/2026,0.6213
SBTE,SBBR,interregional,voo de Nordeste para Centro-Oeste com 93 operações em jan/2026,0.2201
SBTE,SBCF,interregional,voo de Nordeste para Sudeste com 34 operações em jan/2026,0.2813
SBTE,SBFZ,intrarregional,voo dentro da região Nordeste com 49 operações em jan/2026,0.2556
SBTE,SBGR,interregional,voo de Nordeste para Sudeste com 124 operações em jan/2026,0.2071
SBTE,SBKP,interregional,voo de Nordeste para Sudeste com 30 operações em jan/2026,0.2912
SBTE,SBRF,intrarregional,voo dentro da região Nordeste com 27 operações em jan/2026,0.3001
SBTE,SBSP,interregional,voo de Nordeste para Sudeste com 31 operações em jan/2026,0.2885
SBTF,SBEG,intrarregional,voo dentro da região Norte com 13 operações em jan/2026,0.3789
SBTT,SBEG,intrarregional,voo dentro da região Norte com 48 operações em jan/2026,0.2569
SBTU,SBBE,intrarregional,voo dentro da região Norte com 3 operações em jan/2026,0.7213
SBTU,SNEB,intrarregional,voo dentro da região Norte com 14 operações em jan/2026,0.3693
SBUA,SBBV,intrarregional,voo dentro da região Norte com 1 operação em jan/2026,1.4427
SBUA,SBEG,intrarregional,voo dentro da região Norte com 13 operações em jan/2026,0.3789
SBUG,SBPA,intrarregional,voo dentro da região Sul com 17 operações em jan/2026,0.346
SBUL,SBBR,interregional,voo de Sudeste para Centro-Oeste com 1 operação em jan/2026,1.4427
SBUL,SBCF,intrarregional,voo dentro da região Sudeste com 116 operações em jan/2026,0.21
SBUL,SBFZ,interregional,voo de Sudeste para Nordeste com 9 operações em jan/2026,0.4343
SBUL,SBGR,intrarregional,voo dentro da região Sudeste com 92 operações em jan/2026,0.2206
SBUL,SBJP,interregional,voo de Sudeste para Nordeste com 9 operações em jan/2026,0.4343
SBUL,SBKP,intrarregional,voo dentro da região Sudeste com 103 operações em jan/2026,0.2153
SBUL,SBMO,interregional,voo de Sudeste para Nordeste com 19 operações em jan/2026,0.3338
SBUL,SBPS,interregional,voo de Sudeste para Nordeste com 17 operações em jan/2026,0.346
SBUL,SBRF,interregional,voo de Sudeste para Nordeste com 13 operações em jan/2026,0.3789
SBUL,SBSG,interregional,voo de Sudeste para Nordeste com 9 operações em jan/2026,0.4343
SBUL,SBSP,intrarregional,voo dentro da região Sudeste com 78 operações em jan/2026,0.2289
SBUL,SBSV,interregional,voo de Sudeste para Nordeste com 9 operações em jan/2026,0.4343
SBUR,SBCF,intrarregional,voo dentro da região Sudeste com 31 operações em jan/2026,0.2885
SBUR,SBGR,intrarregional,voo dentro da região Sudeste com 12 operações em jan/2026,0.3899
SBUR,SBSP,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBUY,SBEG,interregional,voo de Sul para Norte com 40 operações em jan/2026,0.2693
SBVC,SBCF,interregional,voo de Nordeste para Sudeste com 39 operações em jan/2026,0.2711
SBVC,SBGL,interregional,voo de Nordeste para Sudeste com 1 operação em jan/2026,1.4427
SBVC,SBGR,interregional,voo de Nordeste para Sudeste com 105 operações em jan/2026,0.2144
SBVC,SBSV,intrarregional,voo dentro da região Nordeste com 13 operações em jan/2026,0.3789
SBVG,SBCF,intrarregional,voo dentro da região Sudeste com 13 operações em jan/2026,0.3789
SBVH,SBKP,interregional,voo de Norte para Sudeste com 9 operações em jan/2026,0.4343
SBVT,SBBR,interregional,voo de Sudeste para Centro-Oeste com 93 operações em jan/2026,0.2201
SBVT,SBCF,intrarregional,voo dentro da região Sudeste com 123 operações em jan/2026,0.2075
SBVT,SBGL,intrarregional,voo dentro da região Sudeste com 214 operações em jan/2026,0.1862
SBVT,SBGR,intrarregional,voo dentro da região Sudeste com 279 operações em jan/2026,0.1775
SBVT,SBKP,intrarregional,voo dentro da região Sudeste com 98 operações em jan/2026,0.2176
SBVT,SBRF,interregional,voo de Sudeste para Nordeste com 31 operações em jan/2026,0.2885
SBVT,SBRP,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBVT,SBSP,intrarregional,voo dentro da região Sudeste com 217 operações em jan/2026,0.1857
SBVT,SBSV,interregional,voo de Sudeste para Nordeste com 31 operações em jan/2026,0.2885
SBZM,SBKP,intrarregional,voo dentro da região Sudeste com 30 operações em jan/2026,0.2912
SBZM,SBSP,intrarregional,voo dentro da região Sudeste com 26 operações em jan/2026,0.3034
SDCO,SBKP,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SDCO,SBSR,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SDLO,SBSV,intrarregional,voo dentro da região Nordeste com 5 operações em jan/2026,0.5581
SDLO,SNCL,intrarregional,voo dentro da região Nordeste com 8 operações em jan/2026,0.4551
SDOW,SBBE,intrarregional,voo dentro da região Norte com 4 operações em jan/2026,0.6213
SDOW,SBCJ,intrarregional,voo dentro da região Norte com 5 operações em jan/2026,0.5581
SDSC,SBGR,intrarregional,voo dentro da região Sudeste com 15 operações em jan/2026,0.3607
SDSC,SBSP,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SIMK,SBKP,intrarregional,voo dentro da região Sudeste com 2 operações em jan/2026,0.9102
SIMK,SNBA,interregional,voo de Sudeste para Nordeste com 14 operações em jan/2026,0.3693
SJZA,SBRF,interregional,voo de Sul para Nordeste com 13 operações em jan/2026,0.3789
SNAB,SBKG,intrarregional,voo dentro da região Nordeste com 1 operação em jan/2026,1.4427
SNAB,SBRF,intrarregional,voo dentro da região Nordeste com 15 operações em jan/2026,0.3607
SNBA,SBKP,interregional,voo de Nordeste para Sudeste com 14 operações em jan/2026,0.3693
SNBR,SBCF,interregional,voo de Nordeste para Sudeste com 32 operações em jan/2026,0.286
